uuid,avaliacaoRef,idBaseRef,fazendaRef,dtcResponsavelRef,cod_fazenda,nomeFazenda,cidade_nome,estado_sigla,regiao_macro,regiao_micro,safra,epoca,dataPlantioSoja,dataColheitaSoja,latitude,longitude,altitude,nomeResponsavel,nome,dePara,status_material,tipoTeste,indexTratamento,populacao,gm,subamostra,plantas
09271398-a51e-4233-8616-f6acfd9e5cf7,bd942fa3-2fd6-4f2f-9153-0cf3564c9e51,cb510f62-513a-4cf8-be8f-110475686ce4,669a5d5d-a060-4db6-a739-8cc593173ef9,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M2-201-D-24,SÍTIO SÃO JOSÉ,Astorga,PR,MACRO II,REC 201,2024/25,Safra,2024-11-09,2025-03-18,-23.281916,-51.747794,700,RAQUEL BARTOLOMEU,SC25-97486-6,60KA32 CE,DP2,Faixa,14,250,61,1,69.0
092a18f5-3346-4ed7-9619-600b7dcc591b,19b6edb3-0c9d-493c-9879-afc7d6009b92,3b55a470-4674-4040-ad5d-14e9b566d290,65b84748-8a2c-4056-9ae7-d98022f8beb1,12351e76-eed4-41fb-bf16-99fb41d513a8,M3-301-C-24,Invernadinha Lugar Indaiá,Mineiros,GO,MACRO III,REC 301,2024/25,Safra,2024-10-22,2025-02-17,-17.121477,-51.170811,900,Lucas Pereira,NC25-49859-7,NC25-49859-7,LINHAGEM,Faixa,8,300,70,1,145.0
093a5eb7-315e-425d-aa98-bf6d3915d36c,a09202c2-f0e8-4227-8d31-42f30d0ead47,3a6700d2-4b4e-4cdf-bbc1-0cc9a486cfb0,9ac6429e-ec51-4764-a767-7c89528ba0d6,586073f9-041b-4931-9e42-b44975c8b383,M4-401-F-24,Ponte de Pedra,Itiquira,MT,MACRO IV,REC 401,2024/25,Safra,2024-10-28,2025-02-25,-17.1054,-54.7112,485,Tamila Ribeiro,NC25-42295-3,NC25-42295-3,LINHAGEM,Faixa,11,300,74,1,135.0
093c0afd-06dd-4c61-beed-51b9267eae4f,af04febc-a4bf-4e06-ba51-f2be7aa3193c,ce987b3f-cedf-4dbf-a834-74bc86790d91,03c33e63-b9ed-4572-ba19-35f2084ce29e,589904d8-eb5c-48cc-a8e0-ad3398f7f373,M2-204-B-24,Maisa,Dourados,MS,MACRO II,REC 204,2024/25,Safra,2024-10-24,2025-03-01,0.0,0.0,0,Luis Tosin ,SC25-8700-3,SC25-8700-3,LINHAGEM,Faixa,14,260,62,1,66.0
09524780-f91d-488f-a727-88484092687f,19b6edb3-0c9d-493c-9879-afc7d6009b92,99d07b10-a733-4171-b7cd-4b8d907eb5d1,65b84748-8a2c-4056-9ae7-d98022f8beb1,12351e76-eed4-41fb-bf16-99fb41d513a8,M3-301-C-24,Invernadinha Lugar Indaiá,Mineiros,GO,MACRO III,REC 301,2024/25,Safra,2024-10-22,2025-02-17,-17.121477,-51.170811,900,Lucas Pereira,NC25-41248-8,NC25-41248-8,LINHAGEM,Faixa,34,300,80,1,130.0
095b990c-077f-4ba8-a1f1-7d6a70117e20,045e37d6-6e4a-41a8-8fe6-480f64f748bb,8b4a4dc7-4606-4a08-9591-d6296e56be97,b7a51078-c01a-43ff-8374-612f3d87e686,586073f9-041b-4931-9e42-b44975c8b383,M4-401-E-24,Piratini,Primavera do Leste,MT,MACRO IV,REC 401,2024/25,Safra,2024-10-26,2025-02-22,-15.5343,-54.6106,630,Tamila Ribeiro,NC25-585-5,NC25-585-5,LINHAGEM,Faixa,14,300,75,1,110.0
0968f905-6e5e-4cde-a9a7-ab3b56be1d92,faaf3e69-3440-4747-afd4-97c6f9b2c007,2cf308c7-3d6a-4a60-9f82-f84c1ad62af8,5018d515-ea55-42d5-afb6-f1a9879fb3ce,cea7f5ab-9542-41b4-a62e-fe6496faace9,M4-402-B-24,Fazenda Bananal,Diamantino,MT,MACRO IV,REC 402,2024/25,Safra,2024-10-11,2025-02-08,-14.6071,-56.37197,269,Josélia Portilho,NC25-51943-4,NC25-51943-4,LINHAGEM,Faixa,2,300,69,1,130.0
098a75c0-c161-4a6d-95a5-0b31a1e81c4b,5a439ab3-39ed-4170-a454-b23e4722b293,54e71c19-d39c-474e-b3d7-c2ec2341b113,1855d4a7-024c-42c0-b0fa-f0a70ced866f,b3c863ab-5a70-433e-8f85-d3b2b695e14b,M3-301-E-24,Três Pinheiros,São Gabriel do Oeste,MS,MACRO III,REC 301,2024/25,Safra,2024-10-30,2025-03-12,-19.3191,-54.64512,660,Luiz Neves,NC25-49859-7,NC25-49859-7,LINHAGEM,Faixa,9,300,70,1,143.0
09a454a3-0e16-44f0-ae16-85ca83ea08a0,6b9c3087-3c27-4802-b46a-5b9c64acff35,fe4a8502-d672-4c7f-bdd3-4dfca1a86a7f,c49350e4-813d-4d50-993b-c20b88420beb,df4e05ad-5053-463d-a3c3-463d00849eb9,M3-304-B-24,Agrícola Gransafra,Luziânia,GO,MACRO III,REC 304,2024/25,Safra,2024-11-09,2025-03-07,-16.462851,-47.955813,960,Rafael Ribeiro,TORMENTA CE,BMX TORMENTA CE,CHECK,Faixa,18,300,76,1,130.0
09c6ab74-20d1-4194-80f6-95c23a93a813,b45c8a3d-154c-4642-83bf-9a6c164234a3,386a2705-c6ea-4281-81d8-013a333e1446,7ad26bed-aa41-4b96-82c9-98dd5df4d60d,b3c863ab-5a70-433e-8f85-d3b2b695e14b,M3-301-B-24,Fortuna,Costa Rica,MS,MACRO III,REC 301,2024/25,Safra,2024-11-02,2025-02-28,-18.4089,-52.9393,860,Luiz Neves,NC25-41248-5,NC25-41248-5,LINHAGEM,Faixa,35,300,80,1,140.0
09c8af21-f1d1-40da-a8d4-ba0882abb53b,21910366-14a6-47a5-89cf-77482f63571d,361e1195-a362-4c09-9598-3e159565b9e9,a8adb0ad-142c-49da-9021-9ce073ef09ef,83e6b5e4-067e-48da-afd6-9fc9fd326829,M1-102-D-24,Da Lagoa,São Luiz Gonzaga,RS,MACRO I,REC 102,2024/25,Safra,2024-11-15,2025-04-06,0.0,0.0,0,ANDRE LUIS DOS SANTOS RITTER,SE24-130204-03,SE24-130204-03,LINHAGEM,Faixa,10,250,57,1,62.0
09cda9a2-b66c-4001-b049-6506b5c8b149,dec78dba-ccdb-48a0-9240-51fc8b0e3e96,a898a402-518b-4d03-b8e2-97d3b37f7b63,4db9f327-5421-4971-84bb-8ce6ed788db4,cea7f5ab-9542-41b4-a62e-fe6496faace9,M4-402-A-24,Fazenda Aquidauana,Campo Novo do Parecis,MT,MACRO IV,REC 402,2024/25,Safra,2024-10-15,2025-02-16,-14.163552,-58.053603,437,Josélia Portilho,NC25-585-5,NC25-585-5,LINHAGEM,Faixa,14,300,75,1,83.0
09f1a1f2-d88e-4645-a587-0c256f262f4b,fb30615d-d664-49ce-a485-c066504320ce,00186a19-8219-4c8f-8bf9-6018e022a146,e8a1b2d2-5acb-4c8b-946e-9fff64bf02fd,12351e76-eed4-41fb-bf16-99fb41d513a8,M3-301-A-24,Ariranha,Jataí,GO,MACRO III,REC 301,2024/25,Safra,2024-10-27,2025-02-18,-17.942772,-51.894151,840,Lucas Pereira,DM78IX80,DM 78IX80 RSF I2X,CHECK,Faixa,38,300,80,1,140.0
0a264a26-bfed-47ae-931c-0bfac77a629c,6b54b493-ef49-4e9a-92b4-004ca16502c7,bcc24df7-a4a1-442a-b9d2-475116bfa6ea,65aa227c-8cc3-4f07-8e99-68e458e847e4,7e3a92bf-2ddd-4c2a-a9a1-7ee7b42924db,M3-303-D-24,Água Santa,Tupaciguara,MG,MACRO III,REC 303,2024/25,Safra,2024-10-28,2025-03-02,-18.68693,-48.70319,845,Fúlvio Gibello,76EA72,76EA72 E,STINE,Faixa,24,300,76,1,113.0
0a2d9139-b3aa-4f02-97ca-38ebda8fc57b,d335f636-b754-43c3-a2d1-7f1f126c8dc1,c4eb49cf-2170-41f4-91f1-6449127ec176,36a5f5db-1493-4901-9b84-4f1f67c8da46,83e6b5e4-067e-48da-afd6-9fc9fd326829,M1-102-G-24,Sementes ROOS,Não-Me-Toque,RS,MACRO I,REC 102,2024/25,Safra,2024-11-14,,0.0,0.0,0,ANDRE LUIS DOS SANTOS RITTER,SC24-210173-05,SC24-210173-05,LINHAGEM,Faixa,19,250,59,1,88.0
0a3530bc-f43b-4300-b796-07715e7699f0,c3ae5cbb-559c-4395-888b-f692d9f5851d,727f116f-1378-4394-a900-a004f57e3b95,9e09bbd0-f32d-45e9-b38a-8f5f8b90283f,df4e05ad-5053-463d-a3c3-463d00849eb9,M3-304-A-24,AgroROSSO 1,São Miguel do Passa Quatro,GO,MACRO III,REC 304,2024/25,Safra,2024-11-08,2025-03-06,-16.836499,-48.446628,1010,Rafael Ribeiro,SPARTA I2X,BMX SPARTA I2X,CHECK,Faixa,34,300,80,1,150.0
0a69b751-e943-42c6-b494-dea0a364cb9b,36b3844d-d11d-4432-ae66-d00614f08f6a,c9287943-6d73-4e23-95a9-89a1aecac757,72f0c8c0-97f7-4dc2-ada1-e4160602a0f7,7e3a92bf-2ddd-4c2a-a9a1-7ee7b42924db,M3-303-B-24,GM SEEDS,Tupaciguara,MG,MACRO III,REC 303,2024/25,Safra,2024-10-30,2025-03-02,-18.53419,-48.73291,889,Fúlvio Gibello,TORMENTA CE,BMX TORMENTA CE,CHECK,Faixa,23,300,76,1,140.0
0a964f62-a71b-4341-9952-cefaf2e05012,0c0782be-c471-4d35-9390-90d194dc5650,3108a2c0-3766-4119-b9d5-ba04949be68e,b0787698-f536-40f0-9342-ec7b1c14e62d,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M2-201-E-24,VALIDAR AGRO,Cascavel,PR,MACRO II,REC 201,2024/25,Safra,2024-09-29,2025-02-07,-24.981677,-53.349748,780,RAQUEL BARTOLOMEU,SC25-50-06-2,53KA33 CE,DP2,Faixa,1,250,53,1,80.0
0aacea71-1d8c-427c-958c-dfe91e66f417,ba23c99d-5a60-454a-b6cb-53cb22c6beff,e82be000-9e54-4b77-ba30-fe5bb0d15131,73aa5e8b-f1a4-4489-a5d6-aa53c6b2a9a7,dc5ab980-65ce-4491-9a4b-341e27c4bec3,M4-403-A-24,Córrego Fundo,Água Boa,MT,MACRO IV,REC 403,2024/25,Safra,2024-11-03,2025-03-07,-13.6462318,-52.6649138,450,Maklane Duarte,NEO 790 IPRO,NEO 790 IPRO,CHECK,Faixa,28,300,79,1,120.0
0af987b6-45d7-4a17-977b-b0a4c9499ee5,fb30615d-d664-49ce-a485-c066504320ce,4b02d459-1c2a-47b8-b3ee-72de0557f006,e8a1b2d2-5acb-4c8b-946e-9fff64bf02fd,12351e76-eed4-41fb-bf16-99fb41d513a8,M3-301-A-24,Ariranha,Jataí,GO,MACRO III,REC 301,2024/25,Safra,2024-10-27,2025-02-18,-17.942772,-51.894151,840,Lucas Pereira,NEO690I2X,NEO 690 I2X,CHECK,Faixa,7,300,69,1,140.0
0b014196-73d0-45fa-afd9-e606dbb5a867,b45c8a3d-154c-4642-83bf-9a6c164234a3,75160534-5bb5-45fd-8b43-68e94a82789f,7ad26bed-aa41-4b96-82c9-98dd5df4d60d,b3c863ab-5a70-433e-8f85-d3b2b695e14b,M3-301-B-24,Fortuna,Costa Rica,MS,MACRO III,REC 301,2024/25,Safra,2024-11-02,2025-02-28,-18.4089,-52.9393,860,Luiz Neves,NC25-57837-6,NC25-57837-6,LINHAGEM,Faixa,23,300,76,1,140.0
0b7c5763-ee1e-4722-bb4b-881cc527f274,ecbdddd6-1d94-4594-973b-27f536913c75,e3ee245b-9b4b-4980-822a-43de6d17edc9,c6036815-7d7e-49a4-848c-4d7d8103ffb1,586073f9-041b-4931-9e42-b44975c8b383,M4-401-C-24,Mariana,Campo Verde,MT,MACRO IV,REC 401,2024/25,Safra,2024-10-25,2025-02-21,-15.3624,-55.1638,630,Tamila Ribeiro,B�NUS IPRO,BMX BÖNUS IPRO,CHECK,Faixa,27,300,79,1,90.0
0b94135a-f909-4058-86cb-6d377fadf398,83778ab5-e243-41d1-8e30-6752d6af539e,224ac777-6e18-4959-b2e6-dc4e05433753,0c9beb65-80fe-48f0-be6a-b02d24e91ed7,967f1c7d-13a5-48fb-ae7a-6871212afdb0,M5-501-D-24,Fazenda Veneza II,Caseara,TO,MACRO V,REC 501,2024/25,Safra,2024-11-12,2025-03-11,-93.16135,-49.9151,200,Pedro Lucas Ramos,84KA92,84KA92 CE,DP2,Faixa,32,300,84,1,128.0
0bb32869-973a-468a-8214-eb4caabb3bcb,b5e8e2a0-4417-46c9-b7eb-bdbfe9bce4e8,87a4cc63-873d-4b8d-81f2-349c9189bcb8,b2298c08-7619-43c0-9f79-bbceafe8dbc4,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M1-103-A-24,FAPA AGRÁRIA,Guarapuava,PR,MACRO I,REC 103,2024/25,Safra,2024-11-12,2025-04-03,-25.32376,-51.29328,1150,RAQUEL BARTOLOMEU,53I54 IPRO,DM 53I54 RSF IPRO,CHECK,Faixa,3,250,54,1,85.0
0c1e6811-0b6a-4d44-916c-d7cbf0b06d60,7170c336-a62f-448e-9ced-cafcebb8fe6a,dd11d8f2-4bb5-4b2b-bbd3-c6fbf138b1cd,8489999e-b5f5-42d5-9898-8cb0def425f7,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-C-24,Fazenda Carandá II,Nova Mutum,MT,MACRO IV,REC 402,2024/25,Safra,2024-10-21,2025-02-10,-13.5204,-55.3329,500,Lara Martins,NC25-42295-3,NC25-42295-3,LINHAGEM,Faixa,11,300,74,1,101.0
0c818596-5f50-4141-a6e8-dc711fa8966f,6b54b493-ef49-4e9a-92b4-004ca16502c7,8c35fe6e-9942-4826-8b74-fc46bf345030,65aa227c-8cc3-4f07-8e99-68e458e847e4,7e3a92bf-2ddd-4c2a-a9a1-7ee7b42924db,M3-303-D-24,Água Santa,Tupaciguara,MG,MACRO III,REC 303,2024/25,Safra,2024-10-28,2025-03-02,-18.68693,-48.70319,845,Fúlvio Gibello,NC25-96785-6,NC25-96785-6,LINHAGEM,Faixa,11,300,70,1,103.0
0c9bafbc-745b-4ff3-8f59-6db34a60c4bc,ecbdddd6-1d94-4594-973b-27f536913c75,a58ec8f4-685c-404e-ae02-2b2b746efa3f,c6036815-7d7e-49a4-848c-4d7d8103ffb1,586073f9-041b-4931-9e42-b44975c8b383,M4-401-C-24,Mariana,Campo Verde,MT,MACRO IV,REC 401,2024/25,Safra,2024-10-25,2025-02-21,-15.3624,-55.1638,630,Tamila Ribeiro,DM 73I75 IPRO,DM 73I75 RSF IPRO,CHECK,Faixa,10,300,73,1,116.0
0ca4a8fe-e9f7-4b6c-8c5b-bf35293262dc,ecbdddd6-1d94-4594-973b-27f536913c75,b031ad1b-d791-46b9-80ab-ddcb01e0eba4,c6036815-7d7e-49a4-848c-4d7d8103ffb1,586073f9-041b-4931-9e42-b44975c8b383,M4-401-C-24,Mariana,Campo Verde,MT,MACRO IV,REC 401,2024/25,Safra,2024-10-25,2025-02-21,-15.3624,-55.1638,630,Tamila Ribeiro,NC25-51441-3,68KA49 CE,DP2,Faixa,3,300,69,1,133.0
0cb0df22-1098-4046-a813-fc0f8ce92951,6b54b493-ef49-4e9a-92b4-004ca16502c7,f67e9a43-3c36-4c7e-beee-7a6efee7583f,65aa227c-8cc3-4f07-8e99-68e458e847e4,7e3a92bf-2ddd-4c2a-a9a1-7ee7b42924db,M3-303-D-24,Água Santa,Tupaciguara,MG,MACRO III,REC 303,2024/25,Safra,2024-10-28,2025-03-02,-18.68693,-48.70319,845,Fúlvio Gibello,SC25-4623-2,SC25-4623-2,LINHAGEM,Faixa,1,300,63,1,143.0
0d164f55-fd78-42e4-8bd6-b8987220add0,37178bfc-5d77-4b64-b5c3-1d737eda19a1,f1f66d2c-9633-4c30-a466-48303a4273d3,cb98811e-0700-4187-83f9-09f6e3219375,35b90f23-8b54-40ef-ba56-fefd341a9878,M4-402-K-24,fazenda Bom Jesus,Ipiranga do Norte,MT,MACRO IV,REC 402,2024/25,Safra,2024-10-13,2025-02-06,-11.832869,-56.129577,380,Luiz Penna,NEO 790 IPRO,NEO 790 IPRO,CHECK,Faixa,28,300,79,1,108.0
0d252248-60fa-468d-a335-13a4cbe3daa1,3e1c0fb7-9d42-4134-ba92-78f2bf45d31d,45bfd6ae-2692-446d-bbe1-255c0e0e19e3,c3138c6d-17bc-4363-ba33-07b620421254,12351e76-eed4-41fb-bf16-99fb41d513a8,M3-302-A-24,Corrego do cédro_SHG,Santa Helena de Goiás,GO,MACRO III,REC 302,2024/25,Safra,2024-10-31,2025-02-25,-17.847696,-50.720696,500,Lucas Pereira,NC25-41893-3,NC25-41893-3,LINHAGEM,Faixa,13,300,73,1,120.0
0d7759ef-1c7a-423f-8f7b-fb6b4f80c1bd,e662ef65-d0ef-4abe-aeb5-129a0402a352,e3ee245b-9b4b-4980-822a-43de6d17edc9,bb22e0fd-b253-47a6-b47a-ca1e9aa0741b,586073f9-041b-4931-9e42-b44975c8b383,M4-401-D-24,Modelo,Rondonópolis,MT,MACRO IV,REC 401,2024/25,Safra,2024-10-30,2025-03-05,-16.6964,-54.6429,534,Tamila Ribeiro,B�NUS IPRO,BMX BÖNUS IPRO,CHECK,Faixa,27,300,79,1,100.0
0dbef537-36c6-42f0-8bb4-c3133ebabcfe,9060e437-1025-4bda-8014-00466498ea7f,436d2718-f6a4-4467-9094-364c89e4f361,d6ee8b49-931a-4c4b-9f4a-1c45cacbabc4,fd6a17f2-2d5a-46b9-ad69-4f3d7816b53a,M4-402-I-24,Rodeio ,Sapezal,MT,MACRO IV,REC 402,2024/25,Safra,2024-10-07,2025-02-14,-13.665555,-58.707777,450,Milena Goulart,NC25-51243-8,NC25-51243-8,LINHAGEM,Faixa,25,300,79,1,133.0
0dbf1ddb-53d6-4bae-bcf4-73a98d4c1353,e662ef65-d0ef-4abe-aeb5-129a0402a352,344be2cf-c8ac-46c2-9a4e-9fb61343079c,bb22e0fd-b253-47a6-b47a-ca1e9aa0741b,586073f9-041b-4931-9e42-b44975c8b383,M4-401-D-24,Modelo,Rondonópolis,MT,MACRO IV,REC 401,2024/25,Safra,2024-10-30,2025-03-05,-16.6964,-54.6429,534,Tamila Ribeiro,NC25-49859-7,NC25-49859-7,LINHAGEM,Faixa,4,300,70,1,135.0
0dbfcabc-9e36-49fe-93d6-0c4d7a7184fd,19c16505-a5f7-4186-8e05-321fd128b020,0d493f4d-61ff-4379-add0-9a84c08c28cd,06808f13-42e9-45c2-9488-6e1b773718a6,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M1-102-E-24,FAZENDA 3 GERAÇÕES,Dois Vizinhos,PR,MACRO I,REC 102,2024/25,Safra,2024-10-16,2025-02-24,-25.74063,-53.130417,645,RAQUEL BARTOLOMEU,SC25-98047-8,SC25-98047-8,LINHAGEM,Faixa,2,250,54,1,91.0
0dc10c21-c16c-45ec-8294-dae16853b8a9,fb30615d-d664-49ce-a485-c066504320ce,2ad05ec1-850c-43a7-ab63-f6f48bcb7d97,e8a1b2d2-5acb-4c8b-946e-9fff64bf02fd,12351e76-eed4-41fb-bf16-99fb41d513a8,M3-301-A-24,Ariranha,Jataí,GO,MACRO III,REC 301,2024/25,Safra,2024-10-27,2025-02-18,-17.942772,-51.894151,840,Lucas Pereira,SC25-2871-4,SC25-2871-4,LINHAGEM,Faixa,2,300,64,1,130.0
0dc1bc4d-5cde-4e75-bfc3-fef943e21edc,36b3844d-d11d-4432-ae66-d00614f08f6a,311dba80-ec80-4a36-8c40-ece87d1b07ee,72f0c8c0-97f7-4dc2-ada1-e4160602a0f7,7e3a92bf-2ddd-4c2a-a9a1-7ee7b42924db,M3-303-B-24,GM SEEDS,Tupaciguara,MG,MACRO III,REC 303,2024/25,Safra,2024-10-30,2025-03-02,-18.53419,-48.73291,889,Fúlvio Gibello,NC25-2384-7,NC25-2384-7,LINHAGEM,Faixa,26,300,77,1,150.0
0dda8bcf-1e4b-4cf6-802d-52bada8a617a,ba23c99d-5a60-454a-b6cb-53cb22c6beff,a5946f7c-d9c5-4317-8893-0f2bf663945d,73aa5e8b-f1a4-4489-a5d6-aa53c6b2a9a7,dc5ab980-65ce-4491-9a4b-341e27c4bec3,M4-403-A-24,Córrego Fundo,Água Boa,MT,MACRO IV,REC 403,2024/25,Safra,2024-11-03,2025-03-07,-13.6462318,-52.6649138,450,Maklane Duarte,77EA40,77EA40 E,STINE,Faixa,21,300,77,1,130.0
0de2c97c-334a-4c8b-b9aa-f2dea5bac546,7170c336-a62f-448e-9ced-cafcebb8fe6a,f1f66d2c-9633-4c30-a466-48303a4273d3,8489999e-b5f5-42d5-9898-8cb0def425f7,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-C-24,Fazenda Carandá II,Nova Mutum,MT,MACRO IV,REC 402,2024/25,Safra,2024-10-21,2025-02-10,-13.5204,-55.3329,500,Lara Martins,NEO 790 IPRO,NEO 790 IPRO,CHECK,Faixa,28,300,79,1,104.0
0dee59e9-cf93-4a16-9981-3a398603df24,afe1fe97-def7-4802-befc-e0d295194de1,83209c74-99cf-4487-a72d-2a550fd2d610,564759b0-73ab-4aea-a312-96f25e699d5b,df4e05ad-5053-463d-a3c3-463d00849eb9,M3-303-A-24,Agro Firmino,Caldas Novas,GO,MACRO III,REC 303,2024/25,Safra,2024-11-06,2025-03-03,-17.611116,-48.654321,705,Rafael Ribeiro,NEO761I2X,NEO 761 I2X,CHECK,Faixa,17,300,76,1,103.0
0e068b96-e98a-44b1-b46c-68455e352eb8,9060e437-1025-4bda-8014-00466498ea7f,d086f042-10f3-4928-b9b0-00a4e5a90938,d6ee8b49-931a-4c4b-9f4a-1c45cacbabc4,fd6a17f2-2d5a-46b9-ad69-4f3d7816b53a,M4-402-I-24,Rodeio ,Sapezal,MT,MACRO IV,REC 402,2024/25,Safra,2024-10-07,2025-02-14,-13.665555,-58.707777,450,Milena Goulart,SPARTA I2X,BMX SPARTA I2X,CHECK,Faixa,34,300,80,1,103.0
0e164aad-40c2-41a6-81c0-8a0829e854af,c8b45d86-f9b9-47f6-9565-0c9eec9a481a,421ff6fa-d82f-4d4e-9482-0cbda64cdba2,59352eac-2abb-4387-9e55-20c951a08747,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M2-201-A-24,CHÁCARA BONACIO,Tupãssi,PR,MACRO II,REC 201,2024/25,Safra,2024-09-28,2025-01-27,-24.620146,-53.455002,580,RAQUEL BARTOLOMEU,SC25-9729-1,SC25-9729-1,LINHAGEM,Faixa,5,250,55,1,90.0
0e2a0753-5276-4377-8a8d-d837b8cedada,17880cbc-7ee3-4552-9b98-a541391b3504,8ae05097-b786-42c1-b696-64df6dd1138b,e339a07a-37bb-4e51-bd5d-dece7d94a8e6,df4e05ad-5053-463d-a3c3-463d00849eb9,M4-405-B-24,Marina,Correntina,BA,MACRO IV,REC 405,2024/25,Safra,2024-11-12,2025-03-11,0.0,0.0,0,Rafael Ribeiro,DOM�NIO IPRO,BMX DOMÍNIO IPRO,CHECK,Faixa,31,300,84,1,110.0
0e3424a2-5e41-4af7-aba5-fe8990ba51dd,fcc24962-e841-44d4-bd51-3dbddbd8aa63,b16dd502-52a7-493d-a1cf-02ef8b7a1f56,7001996a-2024-4068-bad3-bb65e80b77d3,7e3a92bf-2ddd-4c2a-a9a1-7ee7b42924db,M3-303-C-24,Nossa Senhora Aparecida,Araguari,MG,MACRO III,REC 303,2024/25,Safra,2024-10-23,2025-03-01,-18.7335,-47.98095,950,Fúlvio Gibello,DM78IX80,DM 78IX80 RSF I2X,CHECK,Faixa,38,300,80,1,127.0
0e4a384f-76b2-4be1-93fd-5a5245f135fe,fc79edcc-dd11-4635-b4d7-417a9a180920,7eed8d70-d979-48aa-9b8f-e1c0c667dd46,273ef1df-bacf-47a2-8337-6c7795a89bec,12351e76-eed4-41fb-bf16-99fb41d513a8,M3-301-D-24,São Tomaz Douradinho_RV,Rio Verde,GO,MACRO III,REC 301,2024/25,Safra,2024-10-31,2025-02-21,-17.926627,-50.420948,600,Lucas Pereira,NC25-62377-7,NC25-62377-7,LINHAGEM,Faixa,36,300,80,1,130.0
0e4c2963-6453-423e-a5e6-e96012c42089,a7a497c5-ada5-4c02-81a1-630c8cb91199,3e7e92ea-2c77-495c-b420-bdc86599866e,f1f1c288-1c85-40a5-9a1f-45be98e6477b,83e6b5e4-067e-48da-afd6-9fc9fd326829,M1-102-F-24,Possa,Coxilha,RS,MACRO I,REC 102,2024/25,Safra,2024-11-22,,0.0,0.0,0,ANDRE LUIS DOS SANTOS RITTER,SC25-F-448-6,SC25-F-448-6,LINHAGEM,Faixa,16,250,59,1,79.0
0e5463c2-e227-42e2-92b7-2328de1347ad,8ba89675-c658-4332-bf8c-0f203d3e6222,46755fb5-07ba-4ddf-9c80-7a349fb3b51b,1794571f-ac33-4857-a2a7-d7af26e558de,d33a313f-61f2-4e0b-b04c-ad12b9ec7534,M5-501-B-24,Fazenda Chapadão da Serra,Balsas,MA,MACRO V,REC 501,2024/25,Safra,2024-11-16,2025-03-13,-7.768598,-45.627585,449,Guilherme Leal,DOM�NIO IPRO,BMX DOMÍNIO IPRO,CHECK,Faixa,31,300,84,1,108.0
0ee4992f-e8b1-481c-b19f-802634cbed6b,fb30615d-d664-49ce-a485-c066504320ce,f5abfebc-2722-4d44-ba33-94b0ca83cf35,e8a1b2d2-5acb-4c8b-946e-9fff64bf02fd,12351e76-eed4-41fb-bf16-99fb41d513a8,M3-301-A-24,Ariranha,Jataí,GO,MACRO III,REC 301,2024/25,Safra,2024-10-27,2025-02-18,-17.942772,-51.894151,840,Lucas Pereira,NC25-585-5,NC25-585-5,LINHAGEM,Faixa,17,300,75,1,150.0
0ef13a3d-ae42-47f9-a8ad-7627b246ee8d,9060e437-1025-4bda-8014-00466498ea7f,1e44b12f-6ab5-4a51-879c-731f420c473f,d6ee8b49-931a-4c4b-9f4a-1c45cacbabc4,fd6a17f2-2d5a-46b9-ad69-4f3d7816b53a,M4-402-I-24,Rodeio ,Sapezal,MT,MACRO IV,REC 402,2024/25,Safra,2024-10-07,2025-02-14,-13.665555,-58.707777,450,Milena Goulart,NC25-67354-3,NC25-67354-3,LINHAGEM,Faixa,37,300,82,1,115.0
0efdef63-7105-46a7-911c-a974b5842ce6,045e37d6-6e4a-41a8-8fe6-480f64f748bb,6fd12577-bf14-4881-b8ef-f8541f29c844,b7a51078-c01a-43ff-8374-612f3d87e686,586073f9-041b-4931-9e42-b44975c8b383,M4-401-E-24,Piratini,Primavera do Leste,MT,MACRO IV,REC 401,2024/25,Safra,2024-10-26,2025-02-22,-15.5343,-54.6106,630,Tamila Ribeiro,NC25-41893-3,NC25-41893-3,LINHAGEM,Faixa,9,300,73,1,130.0
0f268e71-f415-423c-b622-9c34511b6638,17880cbc-7ee3-4552-9b98-a541391b3504,c28c18f5-e1b7-4edd-83f3-0a890f68d784,e339a07a-37bb-4e51-bd5d-dece7d94a8e6,df4e05ad-5053-463d-a3c3-463d00849eb9,M4-405-B-24,Marina,Correntina,BA,MACRO IV,REC 405,2024/25,Safra,2024-11-12,2025-03-11,0.0,0.0,0,Rafael Ribeiro,GH 2383 IPRO,GH 2483 IPRO,CHECK,Faixa,29,300,83,1,130.0
0f2c2379-6902-4437-8135-3e9905e1be86,a7a497c5-ada5-4c02-81a1-630c8cb91199,774c004d-43d0-4f3b-a74b-7b4c0f7849e9,f1f1c288-1c85-40a5-9a1f-45be98e6477b,83e6b5e4-067e-48da-afd6-9fc9fd326829,M1-102-F-24,Possa,Coxilha,RS,MACRO I,REC 102,2024/25,Safra,2024-11-22,,0.0,0.0,0,ANDRE LUIS DOS SANTOS RITTER,SC25-8700-3,SC25-8700-3,LINHAGEM,Faixa,26,250,62,1,79.0
